Name,Gender,Relationship,Age,City,Sector,Income,Needs,Expenses,Saving
Rakesh Dev Tandon,Male,Unmarried,26-35,Indore,Private,527004,263502,158101,105401
Dinesh Prasad Bansal,Male,Unmarried,26-35,Kanpur,Business,1479826,739913,443947,295966
Radhika Shree Rawat,Female,Single,21-25,Varanasi,Public,1322408,661204,396722,264482
Aaditya Kumar Agarwal,Male,Single,51-60,Delhi,Private,362140,181070,108642,72428
Sumit Prasad Goyal,Male,Divorced,21-25,Chandigarh,Public,1317633,658816,395289,263528
Sandeep Dev Sharma,Male,Divorced,21-25,Patna,Government,939271,469635,281781,187855
Priya Rani Bhatia,Female,Divorced,26-35,Bhopal,Business,1344053,672026,403215,268812
Sunita Bala Sharma,Female,Married,21-25,Delhi,Business,807994,403997,242398,161599
Babita Bala Mittal,Female,Divorced,26-35,Prayagraj,Business,828715,414357,248614,165744
Aakarsh Mohan Goel,Male,Single,51-60,Patna,Private,1238477,619238,371543,247696
Sandeep Nath Mittal,Male,Single,26-35,Prayagraj,Public,817521,408760,245256,163505
Karan Prasad Malhotra,Male,Single,36-50,Dehradun,Government,590472,295236,177141,118095
Gaurav Prasad Malhotra,Male,Married,26-35,Prayagraj,Government,1262833,631416,378849,252568
Babita Kumari Bajaj,Female,Married,36-50,Dehradun,Government,1165979,582989,349793,233197
Aashi Devi Negi,Female,Divorced,26-35,Ranchi,Public,762357,381178,228707,152472
Pankaj Dev Kapoor,Male,Married,51-60,Patna,Government,1164453,582226,349335,232892
Karan Kumar Aggarwal,Male,Unmarried,36-50,Dehradun,Private,1234976,617488,370492,246996
Sanjay Dev Mathur,Male,Married,51-60,Ghaziabad,Public,444377,222188,133313,88876
Vandana Rani Aggarwal,Female,Married,21-25,Meerut,Public,1037433,518716,311229,207488
Varun Mohan Mittal,Male,Single,51-60,Prayagraj,Private,391466,195733,117439,78294
Sachin Mohan Aggarwal,Male,Unmarried,21-25,Kanpur,Business,978683,489341,293604,195738
Sunita Shree Bajaj,Female,Divorced,36-50,Jaipur,Business,809680,404840,242904,161936
Rahul Kumar Luthra,Male,Divorced,26-35,Varanasi,Business,513094,256547,153928,102619
Aarohi Kumari Bhatia,Female,Divorced,36-50,Prayagraj,Public,1074252,537126,322275,214851
Ajay Chandra Agarwal,Male,Divorced,21-25,Kanpur,Business,885881,442940,265764,177177
Arjun Nath Khanna,Male,Married,26-35,Bhopal,Private,965350,482675,289605,193070
Pranav Mohan Seth,Male,Single,36-50,Ranchi,Private,1226654,613327,367996,245331
Ajay Narayan Seth,Male,Divorced,36-50,Ghaziabad,Government,764942,382471,229482,152989
Mahesh Lal Arora,Male,Married,26-35,Meerut,Business,356737,244584,99685,12468
Pankaj Kumar Luthra,Male,Divorced,36-50,Kanpur,Government,1006308,503154,301892,201262
Akhil Kumar Bansal,Male,Married,26-35,Chandigarh,Government,1169598,584799,350879,233920
Shubham Kumar Bansal,Male,Unmarried,51-60,Aligarh,Government,418160,209080,125448,83632
Manish Mohan Bansal,Male,Divorced,21-25,Dehradun,Public,899139,449569,269741,179829
Mukesh Nath Joshi,Male,Single,36-50,Varanasi,Public,1211017,605508,363305,242204
Vivek Lal Saxena,Male,Married,36-50,Prayagraj,Public,1409457,704728,422837,281892
Aakarsh Kumar Bhardwaj,Male,Divorced,51-60,Ghaziabad,Public,457435,228717,137230,91488
Ashish Nath Saxena,Male,Divorced,36-50,Patna,Public,1086944,543472,326083,217389
Aashi Devi Duggal,Female,Divorced,26-35,Bhopal,Government,625510,312755,187653,125102
Naresh Dev Kapoor,Male,Married,21-25,Meerut,Business,1121212,560606,336363,224243
Kiran Devi Negi,Female,Single,21-25,Lucknow,Public,1435337,717668,430601,287068
Gaurav Nath Kapoor,Male,Unmarried,21-25,Delhi,Business,1346939,673469,404081,269389
Jyoti Rani Duggal,Female,Single,51-60,Aligarh,Public,1051542,525771,315462,210309
Mukesh Dev Joshi,Male,Married,26-35,Indore,Public,392852,196426,117855,78571
Rajesh Narayan Goyal,Male,Single,36-50,Noida,Private,1248429,624214,374528,249687
Pallavi Shree Chhabra,Female,Divorced,36-50,Patna,Private,870048,435024,261014,174010
Rajesh Narayan Yadav,Male,Single,51-60,Agra,Public,793073,396536,237921,158616
Madhu Shree Chauhan,Female,Single,51-60,Agra,Government,792478,562618,171220,58640
Shalini Kumari Gupta,Female,Unmarried,26-35,Kanpur,Public,1499225,1027968,323526,147731
Rajesh Mohan Verma,Male,Divorced,36-50,Ghaziabad,Government,1210487,605243,363146,242098
Priya Rani Srivastava,Female,Divorced,51-60,Chandigarh,Private,1423533,975001,402560,45972
Akhil Dev Chhabra,Male,Married,21-25,Bhopal,Public,1403570,701785,421071,280714
Alok Nath Verma,Male,Divorced,26-35,Dehradun,Private,780432,390216,234129,156087
Arjun Nath Mittal,Male,Divorced,51-60,Delhi,Business,1430111,715055,429033,286023
Ravi Dev Yadav,Male,Single,36-50,Lucknow,Private,1026652,513326,307995,205331
Rachna Bala Seth,Female,Divorced,21-25,Jaipur,Public,597355,298677,179206,119472
Mohit Mohan Yadav,Male,Divorced,51-60,Delhi,Public,513052,256526,153915,102611
Naresh Prasad Bansal,Male,Unmarried,26-35,Noida,Government,1169470,584735,350841,233894
Akhil Prasad Tandon,Male,Unmarried,21-25,Agra,Private,1193514,596757,358054,238703
Nidhi Rani Mahajan,Female,Single,26-35,Agra,Government,721848,360924,216554,144370
Namrata Shree Bajaj,Female,Divorced,36-50,Prayagraj,Private,672790,336395,201837,134558
Sandeep Nath Kapoor,Male,Single,51-60,Delhi,Public,1322345,661172,396703,264470
Mahesh Dev Tripathi,Male,Married,26-35,Bhopal,Business,995840,497920,298752,199168
Mahesh Lal Wadhwa,Male,Single,26-35,Aligarh,Private,680794,340397,204238,136159
Harsh Narayan Chopra,Male,Unmarried,36-50,Dehradun,Government,532657,266328,159797,106532
Pallavi Bala Chhabra,Female,Married,36-50,Patna,Public,586883,293441,176064,117378
Mahesh Kumar Joshi,Male,Divorced,26-35,Ghaziabad,Business,406170,203085,121851,81234
Siddharth Lal Agarwal,Male,Divorced,26-35,Delhi,Business,1479543,739771,443862,295910
Aakanksha Shree Bajaj,Female,Unmarried,36-50,Varanasi,Business,892037,446018,267611,178408
Neha Devi Chopra,Female,Single,26-35,Ghaziabad,Public,864552,432276,259365,172911
Shalini Devi Bansal,Female,Single,51-60,Agra,Government,1479897,739948,443969,295980
Aadarsh Lal Luthra,Male,Divorced,36-50,Varanasi,Government,1160265,580132,348079,232054
Sakshi Bala Kapoor,Female,Single,21-25,Bhopal,Business,1070874,535437,321262,214175
Pallavi Kumari Agarwal,Female,Single,36-50,Delhi,Private,647621,323810,194286,129525
Hemant Dev Chauhan,Male,Single,21-25,Agra,Government,1291135,645567,387340,258228
Ishita Rani Rawat,Female,Divorced,36-50,Noida,Public,677314,338657,203194,135463
Sneha Shree Tripathi,Female,Unmarried,21-25,Meerut,Government,450504,225252,135151,90101
Isha Kumari Kapoor,Female,Single,51-60,Kanpur,Public,1435446,717723,430633,287090
Nisha Devi Mittal,Female,Unmarried,51-60,Aligarh,Private,665039,332519,199511,133009
Shalini Rani Mittal,Female,Married,36-50,Delhi,Government,970720,485360,291216,194144
Gaurav Chandra Pandey,Male,Unmarried,36-50,Kanpur,Public,1309747,654873,392924,261950
Madhu Rani Gupta,Female,Single,21-25,Patna,Government,927996,463998,278398,185600
Rajesh Nath Kapoor,Male,Single,51-60,Gurgaon,Private,1237058,618529,371117,247412
Rahul Dev Negi,Male,Divorced,51-60,Lucknow,Government,1340375,670187,402112,268076
Naveen Lal Goel,Male,Unmarried,21-25,Varanasi,Government,419402,209701,125820,83881
Gaurav Chandra Chopra,Male,Single,26-35,Patna,Private,1306908,653454,392072,261382
Aakarsh Nath Goel,Male,Married,36-50,Prayagraj,Business,904827,452413,271448,180966
Aaditya Nath Arora,Male,Unmarried,36-50,Chandigarh,Public,1150032,575016,345009,230007
Harsh Mohan Agarwal,Male,Single,26-35,Delhi,Business,362309,181154,108692,72463
Sachin Dev Aggarwal,Male,Married,26-35,Indore,Private,649062,324531,194718,129813
Ajay Lal Duggal,Male,Single,21-25,Lucknow,Private,1205264,856205,240058,109001
Pankhuri Bala Mathur,Female,Married,26-35,Delhi,Private,1311605,655802,393481,262322
Ritu Kumari Agarwal,Female,Divorced,51-60,Noida,Private,908387,454193,272516,181678
Rachna Kumari Chauhan,Female,Divorced,21-25,Lucknow,Business,1140044,570022,342013,228009
Vandana Devi Mathur,Female,Divorced,36-50,Lucknow,Business,858104,429052,257431,171621
Meenal Kumari Joshi,Female,Married,36-50,Varanasi,Public,438140,219070,131442,87628
Priya Shree Bajaj,Female,Single,51-60,Indore,Business,886539,443269,265961,177309
Geeta Bala Bhardwaj,Female,Unmarried,51-60,Jaipur,Private,384117,192058,115235,76824
Anurag Dev Thakur,Male,Married,51-60,Agra,Private,599260,299630,179778,119852
Aditi Devi Duggal,Female,Married,36-50,Bhopal,Public,1435843,717921,430752,287170
Ashish Lal Tripathi,Male,Unmarried,26-35,Varanasi,Public,669333,334666,200799,133868
Aarav Lal Bhatia,Male,Divorced,51-60,Ranchi,Public,430615,215307,129184,86124
Madhu Rani Bansal,Female,Single,26-35,Indore,Business,944970,472485,283491,188994
Sanjay Nath Bhardwaj,Male,Unmarried,26-35,Noida,Business,1366283,683141,409884,273258
Amit Dev Goyal,Male,Divorced,26-35,Kanpur,Public,740060,370030,222018,148012
Radhika Shree Khanna,Female,Single,51-60,Patna,Public,620135,310067,186040,124028
Shalini Shree Srivastava,Female,Divorced,51-60,Kanpur,Private,502403,251201,150720,100482
Shruti Kumari Seth,Female,Divorced,26-35,Aligarh,Private,1072998,536499,321899,214600
Radhika Kumari Yadav,Female,Married,51-60,Bhopal,Public,801592,556594,166319,78679
Tanvi Devi Wadhwa,Female,Divorced,26-35,Indore,Public,1388996,694498,416698,277800
Sunil Lal Bhatia,Male,Married,21-25,Varanasi,Business,375915,187957,112774,75184
Ashish Nath Gupta,Male,Unmarried,21-25,Meerut,Business,1451407,725703,435422,290282
Kavita Kumari Agarwal,Female,Single,36-50,Prayagraj,Private,868037,434018,260411,173608
Aarav Mohan Negi,Male,Unmarried,26-35,Bhopal,Government,527498,263749,158249,105500
Rahul Prasad Rawat,Male,Single,21-25,Dehradun,Business,411511,205755,123453,82303
Sandeep Prasad Agarwal,Male,Divorced,51-60,Lucknow,Government,454166,227083,136249,90834
Mahesh Kumar Luthra,Male,Unmarried,21-25,Dehradun,Government,989546,494773,296863,197910
Shalini Bala Bansal,Female,Married,21-25,Delhi,Private,806606,403303,241981,161322
Aaditya Mohan Bhardwaj,Male,Divorced,36-50,Lucknow,Public,1433359,716679,430007,286673
Naresh Chandra Mahajan,Male,Single,51-60,Chandigarh,Public,627652,313826,188295,125531
Gaurav Kumar Thakur,Male,Unmarried,26-35,Dehradun,Government,973111,486555,291933,194623
Shruti Bala Seth,Female,Unmarried,21-25,Meerut,Private,1041025,520512,312307,208206
Madhu Bala Rawat,Female,Married,26-35,Delhi,Public,839752,419876,251925,167951
Nidhi Shree Gupta,Female,Divorced,21-25,Jaipur,Public,1244699,622349,373409,248941
Kusum Bala Chopra,Female,Single,36-50,Bhopal,Private,612358,306179,183707,122472
Aaditya Nath Tandon,Male,Single,51-60,Indore,Private,359046,179523,107713,71810
Rohit Mohan Goyal,Male,Divorced,51-60,Patna,Government,355826,177913,106747,71166
Shalini Rani Bhatia,Female,Divorced,36-50,Agra,Private,1453505,726752,436051,290702
Vandana Rani Agarwal,Female,Single,36-50,Varanasi,Business,958970,479485,287691,191794
Ajeet Prasad Bansal,Male,Married,21-25,Kanpur,Business,1379182,689591,413754,275837
Pankaj Prasad Rawat,Male,Single,26-35,Agra,Business,822988,566911,184126,71951
Aadarsh Narayan Goel,Male,Single,21-25,Noida,Public,1198726,599363,359617,239746
Ravi Prasad Pandey,Male,Divorced,26-35,Kanpur,Government,1378007,689003,413402,275602
Alok Mohan Duggal,Male,Married,21-25,Varanasi,Public,1390877,695438,417263,278176
Mohit Narayan Thakur,Male,Unmarried,21-25,Lucknow,Business,530692,265346,159207,106139
Aarushi Shree Srivastava,Female,Unmarried,51-60,Prayagraj,Private,498861,249430,149658,99773
Sumit Kumar Seth,Male,Single,26-35,Dehradun,Private,1313896,656948,394168,262780
Mukesh Mohan Srivastava,Male,Married,36-50,Ranchi,Business,966401,483200,289920,193281
Nikhil Dev Pandey,Male,Married,51-60,Patna,Government,350179,175089,105053,70037
Simran Bala Mittal,Female,Divorced,26-35,Varanasi,Business,1280991,640495,384297,256199
Sachin Chandra Mehra,Male,Single,51-60,Patna,Business,487759,243879,146327,97553
Monika Shree Jain,Female,Single,51-60,Noida,Business,509837,254918,152951,101968
Mahesh Mohan Suri,Male,Divorced,26-35,Kanpur,Business,538383,379895,108818,49670
Sumit Nath Chopra,Male,Married,36-50,Bhopal,Private,514536,257268,154360,102908
Tanvi Devi Thakur,Female,Single,21-25,Aligarh,Business,886437,443218,265931,177288
Aarushi Devi Aggarwal,Female,Single,36-50,Indore,Government,1417206,708603,425161,283442
Pankaj Narayan Chauhan,Male,Married,51-60,Jaipur,Business,550144,275072,165043,110029
Rohit Narayan Rawat,Male,Married,26-35,Gurgaon,Public,1172923,586461,351876,234586
Aarav Narayan Duggal,Male,Divorced,51-60,Delhi,Government,448337,224168,134501,89668
Deepak Prasad Tandon,Male,Single,26-35,Delhi,Business,947806,473903,284341,189562
Aarav Mohan Bajaj,Male,Married,21-25,Aligarh,Business,1018851,509425,305655,203771
Sandeep Mohan Jain,Male,Unmarried,26-35,Kanpur,Government,388535,194267,116560,77708
Naveen Lal Bansal,Male,Single,26-35,Bhopal,Public,1481681,740840,444504,296337
Ritu Shree Mahajan,Female,Single,26-35,Meerut,Business,686212,485336,142507,58369
Swati Bala Rawat,Female,Divorced,36-50,Delhi,Public,1490825,745412,447247,298166
Abhishek Kumar Khanna,Male,Single,26-35,Bhopal,Business,1470252,735126,441075,294051
Sandeep Kumar Srivastava,Male,Married,21-25,Bhopal,Business,680192,340096,204057,136039
Aakarsh Mohan Tandon,Male,Unmarried,26-35,Varanasi,Business,1267146,633573,380143,253430
Mahesh Kumar Kapoor,Male,Unmarried,26-35,Noida,Private,1225610,612805,367683,245122
Sunita Shree Bhatia,Female,Married,36-50,Delhi,Government,1332353,666176,399705,266472
Shruti Bala Gupta,Female,Divorced,21-25,Meerut,Public,1255975,627987,376792,251196
Shalini Shree Mishra,Female,Unmarried,21-25,Gurgaon,Government,439255,219627,131776,87852
Manish Mohan Mittal,Male,Married,26-35,Ghaziabad,Government,1484247,742123,445274,296850
Pankaj Chandra Chauhan,Male,Unmarried,51-60,Bhopal,Government,768784,384392,230635,153757
Mahesh Kumar Tripathi,Male,Married,36-50,Aligarh,Business,551847,275923,165554,110370
Shruti Kumari Singh,Female,Married,26-35,Bhopal,Private,448661,224330,134598,89733
Siddharth Prasad Aggarwal,Male,Single,21-25,Bhopal,Government,741057,370528,222317,148212
Ravi Narayan Mishra,Male,Divorced,26-35,Lucknow,Government,969223,484611,290766,193846
Mukesh Kumar Joshi,Male,Unmarried,51-60,Delhi,Public,1007539,723470,184666,99403
Rachna Devi Jain,Female,Married,36-50,Jaipur,Business,1351195,675597,405358,270240
Dinesh Mohan Tandon,Male,Single,26-35,Prayagraj,Government,1357152,678576,407145,271431
Arjun Mohan Luthra,Male,Single,36-50,Bhopal,Government,1280701,640350,384210,256141
Megha Shree Luthra,Female,Unmarried,36-50,Patna,Public,1060847,530423,318254,212170
Rohit Kumar Thakur,Male,Divorced,26-35,Patna,Private,1162616,581308,348784,232524
Sunil Dev Suri,Male,Married,51-60,Delhi,Business,870507,435253,261152,174102
Kapil Narayan Kapoor,Male,Single,26-35,Bhopal,Government,836726,418363,251017,167346
Pranav Lal Bansal,Male,Married,21-25,Lucknow,Business,1471180,735590,441354,294236
Harsh Dev Goel,Male,Divorced,21-25,Prayagraj,Public,1369555,684777,410866,273912
Rahul Dev Seth,Male,Divorced,21-25,Chandigarh,Government,1434094,717047,430228,286819
Aditya Narayan Bajaj,Male,Unmarried,21-25,Bhopal,Public,1174958,587479,352487,234992
Nidhi Kumari Kapoor,Female,Divorced,21-25,Indore,Government,850602,425301,255180,170121
Kiran Devi Mathur,Female,Single,51-60,Jaipur,Government,621089,310544,186326,124219
Vivek Prasad Suri,Male,Single,21-25,Prayagraj,Government,1492986,746493,447895,298598
Vikas Mohan Goyal,Male,Unmarried,21-25,Varanasi,Government,598020,299010,179406,119604
Pallavi Devi Mehra,Female,Married,26-35,Delhi,Business,650233,325116,195069,130048
Vivek Nath Saxena,Male,Unmarried,26-35,Ranchi,Business,1060864,530432,318259,212173
Namrata Rani Sharma,Female,Married,26-35,Gurgaon,Private,1330399,909307,380034,41058
Aarav Prasad Yadav,Male,Single,21-25,Aligarh,Public,1172971,586485,351891,234595
Ajay Nath Singh,Male,Unmarried,51-60,Indore,Public,440173,220086,132051,88036
Akhil Lal Bhardwaj,Male,Married,36-50,Jaipur,Private,969238,484619,290771,193848
Ankit Nath Thakur,Male,Married,36-50,Aligarh,Business,441949,220974,132584,88391
Rajesh Narayan Pandey,Male,Married,26-35,Meerut,Government,948345,474172,284503,189670
Mohit Dev Srivastava,Male,Single,21-25,Aligarh,Public,610792,305396,183237,122159
Ritesh Lal Gupta,Male,Married,26-35,Dehradun,Business,1079516,539758,323854,215904
Rakesh Prasad Chauhan,Male,Divorced,51-60,Kanpur,Private,1042419,521209,312725,208485
Aadarsh Kumar Jain,Male,Unmarried,21-25,Agra,Public,1128032,564016,338409,225607
Ritu Kumari Joshi,Female,Married,51-60,Bhopal,Government,459750,322940,100283,36527
Meenal Rani Thakur,Female,Divorced,21-25,Patna,Private,842272,421136,252681,168455
Jyoti Shree Mittal,Female,Divorced,21-25,Ranchi,Government,999271,694647,268902,35722
Vinod Lal Kapoor,Male,Divorced,26-35,Patna,Public,971454,485727,291436,194291
Sunil Chandra Chhabra,Male,Unmarried,26-35,Indore,Government,383628,191814,115088,76726
Naresh Kumar Thakur,Male,Married,21-25,Ghaziabad,Business,1117499,558749,335249,223501
Rahul Narayan Jain,Male,Single,21-25,Ranchi,Private,767433,383716,230229,153488
Deepak Chandra Rawat,Male,Divorced,51-60,Gurgaon,Business,539092,269546,161727,107819
Amit Narayan Agarwal,Male,Single,36-50,Meerut,Public,1237612,859024,258535,120053
Nidhi Bala Agarwal,Female,Married,26-35,Kanpur,Business,479684,239842,143905,95937
Aashi Rani Mittal,Female,Single,26-35,Varanasi,Business,983805,491902,295141,196762
Meenal Devi Goyal,Female,Divorced,36-50,Noida,Public,995064,497532,298519,199013
Pallavi Shree Chauhan,Female,Married,26-35,Gurgaon,Business,904097,452048,271229,180820
Shruti Kumari Sharma,Female,Single,36-50,Ranchi,Government,1330498,665249,399149,266100
Kusum Rani Tandon,Female,Divorced,51-60,Dehradun,Public,517671,258835,155301,103535
Saurabh Dev Goel,Male,Divorced,36-50,Bhopal,Government,800485,400242,240145,160098
Ritesh Nath Bansal,Male,Unmarried,36-50,Agra,Business,842938,421469,252881,168588
Anurag Mohan Mittal,Male,Divorced,21-25,Indore,Public,1314702,657351,394410,262941
Isha Rani Negi,Female,Unmarried,26-35,Agra,Public,453129,226564,135938,90627
Harsh Lal Yadav,Male,Married,26-35,Delhi,Government,536021,268010,160806,107205
Shubham Mohan Chopra,Male,Unmarried,21-25,Indore,Public,739249,369624,221774,147851
Deepak Prasad Arora,Male,Unmarried,26-35,Prayagraj,Private,1375232,687616,412569,275047
Ravi Nath Jain,Male,Unmarried,26-35,Prayagraj,Public,1354657,941570,304210,108877
Sakshi Rani Suri,Female,Married,21-25,Kanpur,Private,956277,478138,286883,191256
Geeta Kumari Mishra,Female,Unmarried,26-35,Bhopal,Public,1025618,512809,307685,205124
Harsh Chandra Singh,Male,Unmarried,36-50,Kanpur,Public,1138659,569329,341597,227733
